"ID","CHR","MAPINFO","custom_Name","custom_Group","methylated_allele","tissue_specificity","associated_gene","court","hanna","sanchez_delgado","zink","hamada","note"
"cg06269115","11",68451849,"GAL","TSS200","M","placental-specific","GAL",NA,TRUE,NA,NA,NA,""
"cg01545145","11",68451457,"GAL","TSS1500","M","placental-specific","GAL",NA,TRUE,NA,NA,NA,""
"cg02340541","11",68451699,"GAL","TSS1500","M","placental-specific","GAL",NA,TRUE,NA,NA,NA,""
"cg02458904","11",109964033,"ZC3H12C","TSS200","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg09783738","11",109964017,"ZC3H12C","TSS200","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg15547843","11",109963246,"ZC3H12C","TSS1500","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg11758932","11",109964976,"ZC3H12C","Body","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg16429124","11",109963338,"ZC3H12C","TSS1500","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg09637470","11",109963583,"ZC3H12C","TSS1500","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg05839709","11",109962727,"ZC3H12C","TSS1500","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg17345188","11",109964581,"ZC3H12C","Body","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg01145738","11",109964925,"ZC3H12C","Body","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg26218983","11",109964223,"ZC3H12C","Body","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg25324673","11",109963933,"ZC3H12C","TSS200","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg02016838","11",109963531,"ZC3H12C","TSS1500","M","placental-specific","ZC3H12C",TRUE,TRUE,NA,NA,NA,""
"cg12350325","12",2800909,"CACNA1C","3'UTR","M","placental-specific","CACNA1C",NA,NA,TRUE,NA,NA,""
"cg00848945","12",2800919,"CACNA1C","3'UTR","M","placental-specific","CACNA1C",NA,NA,TRUE,NA,NA,""
"cg19200285","12",2800755,"CACNA1C","3'UTR","M","placental-specific","CACNA1C",NA,NA,TRUE,NA,NA,""
"cg07222059","12",4433874,"C12orf5","Body","M","placental-specific","C12orf5",NA,TRUE,NA,NA,TRUE,""
"cg05651176","12",4433983,"C12orf5","Body","M","placental-specific","C12orf5",NA,TRUE,NA,NA,TRUE,""
"cg08620636","12",4433859,"C12orf5","Body","M","placental-specific","C12orf5",NA,TRUE,NA,NA,TRUE,""
"cg25560268","12",4433734,"C12orf5","Body","M","placental-specific","C12orf5",NA,TRUE,NA,NA,TRUE,""
"cg23355637","12",4433587,"C12orf5","Body","M","placental-specific","C12orf5",NA,TRUE,NA,NA,TRUE,""
"cg10333808","12",22487459,"ST8SIA1","5'UTR","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg06403660","12",22487299,"ST8SIA1","1stExon","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg00757212","12",22488176,"ST8SIA1","TSS1500","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg21521683","12",22487682,"ST8SIA1","TSS200","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg16970851","12",22487658,"ST8SIA1","TSS200","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg02472348","12",22487781,"ST8SIA1","TSS200","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg00769520","12",22488465,"ST8SIA1","TSS1500","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg24239882","12",22488229,"ST8SIA1","TSS1500","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg12253830","12",22487668,"ST8SIA1","TSS200","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg24723331","12",22487219,"ST8SIA1","5'UTR","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg09354309","12",22487437,"ST8SIA1","5'UTR","M","placental-specific","ST8SIA1",NA,TRUE,NA,NA,NA,""
"cg26861214","12",34363587,"RP11-313F23.4","3'UTR","M","other","",NA,NA,NA,TRUE,NA,""
"cg17736057","12",34372490,"RP11-313F23.4","TSS1500","M","other","",NA,NA,NA,TRUE,NA,""
"cg16340103","12",34372299,"RP11-313F23.4","TSS1500","M","other","",NA,NA,NA,TRUE,NA,""
"cg08815398","12",65218869,"TBC1D30","5'UTR","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg12427262","12",65218246,"TBC1D30","TSS200","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg23684878","12",65218260,"TBC1D30","TSS200","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg14019323","12",65218413,"TBC1D30","TSS200","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg11493126","12",65218217,"TBC1D30","TSS200","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg00494665","12",65218728,"TBC1D30","1stExon","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg09373034","12",65218250,"TBC1D30","TSS200","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg26667356","12",65218078,"TBC1D30","TSS1500","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg11832404","12",65218258,"TBC1D30","TSS200","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg03030717","12",65218069,"TBC1D30","TSS1500","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg23013309","12",65218841,"TBC1D30","5'UTR","M","placental-specific","TBC1D30",NA,TRUE,NA,NA,NA,""
"cg03040282","13",33002269,"N4BP2L1","1stExon","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg23206311","13",33002447,"N4BP2L1","TSS200","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg21278806","13",33001751,"N4BP2L1","Body","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg17070611","13",33001498,"N4BP2L1","Body","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg24330818","13",33002388,"N4BP2L1","TSS200","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg12236156","13",33002247,"N4BP2L1","1stExon","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg03855710","13",33002360,"N4BP2L1","TSS200","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg13760807","13",33002128,"N4BP2L1","1stExon","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg13424209","13",33002464,"N4BP2L1","TSS200","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg19907326","13",33002597,"N4BP2L1","TSS1500","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg03881446","13",33002412,"N4BP2L1","TSS200","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg12054869","13",33001250,"N4BP2L1","Body","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg00844328","13",33002010,"N4BP2L1","Body","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg11294084","13",33002136,"N4BP2L1","1stExon","M","placental-specific","N4BP2L1",TRUE,TRUE,NA,NA,NA,""
"cg26740195","13",48895241,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg19427472","13",48892948,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg13431205","13",48893174,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg27026713","13",48895318,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg16153267","13",48893968,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg19254235","13",48895173,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg03085377","13",48893376,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg07880715","13",48895478,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg25676335","13",48894214,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg26119796","13",48894595,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg00059930","13",48894382,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg27182551","13",48892551,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg18481241","13",48893727,"RB1","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg17288288","13",51418092,"DLEU7","TSS1500","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg05965387","13",51418053,"DLEU7","TSS200","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg08274637","13",51417923,"DLEU7","TSS200","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg27051129","13",51417977,"DLEU7","TSS200","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg10359157","13",51418020,"DLEU7","TSS200","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg17241776","13",51417469,"DLEU7","1stExon","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg13846270","13",51417929,"DLEU7","TSS200","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg20400592","13",51418041,"DLEU7","TSS200","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg03389701","13",51418221,"DLEU7","TSS1500","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg03333838","13",51418110,"DLEU7","TSS200","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg06679720","13",51417686,"DLEU7","1stExon","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg01257309","13",51418614,"DLEU7","TSS1500","M","other","DLEU7",NA,TRUE,NA,NA,NA,""
"cg10812429","13",70680802,"ATXN8OS","TSS1500","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg03783663","13",70682628,"KLHL1","TSS200","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg24014143","13",70682127,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg25514273","13",70681804,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg19904805","13",70681978,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg01661350","13",70682098,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg20523861","13",70682324,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg15662465","13",70682004,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg21384977","13",70683111,"KLHL1","TSS1500","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg21784716","13",70680712,"KLHL1","Body","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg07217935","13",70681317,"KLHL1","Body","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg04117869","13",70681815,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg12917718","13",70682019,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg24401870","13",70682525,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg23240145","13",70682771,"KLHL1","TSS200","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg21878148","13",70681276,"KLHL1","Body","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg22411536","13",70682974,"KLHL1","TSS1500","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg15197609","13",70681838,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg01951671","13",70681017,"KLHL1","Body","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg14273027","13",70682736,"KLHL1","TSS200","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg23267558","13",70682604,"KLHL1","1stExon","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg18286201","13",70681278,"KLHL1","Body","M","other","KLHL1",NA,TRUE,NA,NA,NA,""
"cg18761450","13",102568502,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg15972331","13",102569894,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg23809442","13",102569876,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg21276549","13",102568345,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg27134816","13",102569815,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg25317585","13",102568886,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg05210258","13",102569538,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg09896622","13",102568555,"FGF14","Body","M","placental-specific","FGF14",NA,NA,TRUE,NA,TRUE,""
"cg02906594","14",24563269,"PCK2","TSS1500","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg23204518","14",24563190,"PCK2","TSS1500","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg11479689","14",24563183,"PCK2","TSS1500","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg26402828","14",24563435,"PCK2","TSS200","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg23834099","14",24563275,"PCK2","TSS1500","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg15412728","14",24563430,"PCK2","TSS200","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg18599124","14",24564067,"PCK2","Body","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg20017797","14",24563410,"PCK2","TSS200","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg14089728","14",24563796,"PCK2","Body","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg15467148","14",24563578,"PCK2","1stExon","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg23112188","14",24563095,"PCK2","TSS1500","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg22775413","14",24563097,"PCK2","TSS1500","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg11096857","14",24563257,"PCK2","TSS1500","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg22454119","14",24563794,"PCK2","Body","M","placental-specific","NRL",NA,TRUE,NA,NA,TRUE,""
"cg02191312","14",52734397,"PTGDR","TSS200","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg03316250","14",52734394,"PTGDR","TSS200","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg10837806","14",52734156,"PTGDR","TSS1500","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg19716643","14",52735026,"PTGDR","1stExon","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg05302386","14",52734525,"PTGDR","1stExon","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg08504659","14",52734888,"PTGDR","1stExon","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg05887153","14",52736006,"PTGDR","Body","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg18693395","14",52735421,"PTGDR","Body","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg24989962","14",52734286,"PTGDR","TSS200","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg09516965","14",52734529,"PTGDR","1stExon","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg19650253","14",52736420,"PTGDR","Body","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg17929687","14",52734325,"PTGDR","TSS200","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg24089118","14",52734251,"PTGDR","TSS200","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg13561855","14",52735840,"PTGDR","Body","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg27634876","14",52735485,"PTGDR","Body","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg27131955","14",52736038,"PTGDR","Body","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg18242103","14",52734253,"PTGDR","TSS200","M","placental-specific","PTGDR",NA,TRUE,NA,NA,TRUE,""
"cg08738784","14",100808881,"WARS","Body","P","other","IG-DMR",NA,NA,NA,TRUE,NA,""
"cg01582501","14",100809648,"WARS","Body","P","other","IG-DMR",NA,NA,NA,TRUE,NA,""
"cg02848648","14",100807801,"WARS","Body","P","other","IG-DMR",NA,NA,NA,TRUE,NA,""
"cg18296502","14",100826402,"WARS","Body","P","other","MEG3",NA,NA,NA,TRUE,NA,""
"cg25497409","14",100900999,"WDR25","Body","M","other","",NA,NA,NA,TRUE,NA,""
"cg19482216","14",100900810,"WDR25","Body","M","other","",NA,NA,NA,TRUE,NA,""
"cg21425838","14",101151668,"","","P","other","",NA,NA,NA,TRUE,NA,""
"cg27281850","14",101277286,"MEG3","5'UTR","P","other","",TRUE,NA,NA,NA,NA,""
"cg06442344","14",101277304,"MEG3","5'UTR","P","other","",TRUE,NA,NA,NA,NA,""
"cg25836301","14",101292306,"MEG3","TSS200","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg23870378","14",101291068,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg10065153","14",101291602,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg23176399","14",101292643,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg02888166","14",101291440,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg20952167","14",101291933,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg09291977","14",101293645,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg15101633","14",101293726,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg10540302","14",101291180,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg15419911","14",101292872,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg02982753","14",101291410,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg04304932","14",101292128,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg15991553","14",101290867,"MEG3","5'UTR","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg15373285","14",101293090,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg05711886","14",101292680,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg00743158","14",101293635,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg14119337","14",101291891,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg14759154","14",101292419,"MEG3","TSS200","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg16567044","14",101291136,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg26374305","14",101293856,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg12967319","14",101291997,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg14034270","14",101291100,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg04576764","14",101292149,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg02313552","14",101291288,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg14070323","14",101291856,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg24089209","14",101291459,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg22940816","14",101291829,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg00764369","14",101290556,"MEG3","5'UTR","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg09280976","14",101291687,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg10515315","14",101290717,"MEG3","5'UTR","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg09926418","14",101292392,"MEG3","TSS200","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg14245102","14",101292967,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg16738180","14",101291469,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg19643803","14",101291500,"MEG3","TSS1500","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg14123427","14",101293450,"MEG3","Body","P","other","MEG3",TRUE,TRUE,NA,NA,NA,""
"cg06804177","14",101370989,"MEG8","Body","M","other","",TRUE,NA,NA,NA,NA,""
"cg12425861","14",105830606,"PACS2","Body","M","other","PACS2",NA,TRUE,NA,NA,NA,""
"cg18397450","14",105830631,"PACS2","Body","M","other","PACS2",NA,TRUE,NA,NA,NA,""
"cg18912855","14",105830859,"PACS2","Body","M","other","PACS2",NA,TRUE,NA,NA,NA,""
"cg09241174","15",23662343,"","","P","other","",NA,NA,NA,TRUE,NA,""
"cg10102736","15",23661899,"","","P","other","",NA,NA,NA,TRUE,NA,""
"cg16398832","15",23661984,"","","P","other","",NA,NA,NA,TRUE,NA,""
"cg05295941","15",23662767,"","","P","other","",NA,NA,NA,TRUE,NA,""
"cg09437135","15",23810163,"MKRN3","TSS1500","M","other","",TRUE,NA,NA,NA,NA,""
"cg13096454","15",23810849,"MKRN3","5'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg20792895","15",23810334,"MKRN3","TSS200","M","other","",TRUE,NA,NA,NA,NA,""
"cg07501539","15",23809945,"MKRN3","TSS1500","M","other","",TRUE,NA,NA,NA,NA,""
"cg13423098","15",23807234,"","","M","other","",TRUE,NA,NA,NA,NA,""
"cg11100640","15",23810861,"MKRN3","5'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg23234999","15",23811205,"MKRN3","1stExon","M","other","",TRUE,NA,NA,NA,NA,""
"cg00215587","15",23810843,"MKRN3","5'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg16131766","15",23810280,"MKRN3","TSS200","M","other","",TRUE,NA,NA,NA,NA,""
"cg07760796","15",23812334,"MKRN3","1stExon","M","other","",TRUE,NA,NA,NA,NA,""
"cg05952543","15",23810378,"MKRN3","TSS200","M","other","",TRUE,NA,NA,NA,NA,""
"cg13415551","15",23811566,"MKRN3","1stExon","M","other","",TRUE,NA,NA,NA,NA,""
"cg20769842","15",23810238,"MKRN3","TSS1500","M","other","",TRUE,NA,NA,NA,NA,""
"cg17819168","15",23807180,"","","M","other","",TRUE,NA,NA,NA,NA,""
"cg03969797","15",23810664,"MKRN3","5'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg20525221","15",23811572,"MKRN3","1stExon","M","other","",TRUE,NA,NA,NA,NA,""
"cg27046052","15",23810652,"MKRN3","5'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg04142555","15",23892656,"MAGEL2","1stExon","M","other","",TRUE,NA,NA,NA,NA,""
"cg14432018","15",23892770,"MAGEL2","1stExon","M","other","",TRUE,NA,NA,NA,NA,""
"cg19147262","15",23893086,"MAGEL2","TSS200","M","other","",TRUE,NA,NA,NA,NA,""
"cg20871407","15",23893769,"MAGEL2","TSS1500","M","other","",TRUE,NA,NA,NA,NA,""
"cg18253764","15",23893040,"MAGEL2","TSS200","M","other","",TRUE,NA,NA,NA,NA,""
"cg20747630","15",23892574,"MAGEL2","1stExon","M","other","",TRUE,NA,NA,NA,NA,""
"cg22872376","15",23893742,"MAGEL2","TSS1500","M","other","",TRUE,NA,NA,NA,NA,""
"cg19961998","15",23893025,"MAGEL2","TSS200","M","other","",TRUE,NA,NA,NA,NA,""
"cg22925508","15",23893030,"MAGEL2","TSS200","M","other","",TRUE,NA,NA,NA,NA,""
"cg06743811","15",23931451,"NDN","1stExon","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg26725891","15",23932412,"NDN","1stExon","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg19089045","15",23932626,"NDN","TSS200","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg18602919","15",23931674,"NDN","1stExon","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg11872504","15",23933079,"NDN","TSS1500","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg16591875","15",23932864,"NDN","TSS1500","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg13828758","15",23932373,"NDN","1stExon","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg12532169","15",23932370,"NDN","1stExon","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg18552939","15",23932620,"NDN","TSS200","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg01989224","15",23932758,"NDN","TSS1500","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg22694067","15",23932397,"NDN","1stExon","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
"cg08325271","15",23933002,"NDN","TSS1500","P","other","",TRUE,NA,NA,TRUE,NA,"Conflicting evidence for methylated allele:
Court says mat, Zink says pat, Okae sperm vs oocyte methylation indicates pat."
